Zico_0001.jpg 0.195679,0.0,1.37132,1.08025,0.911928,0.0,0.0,0.0,2.02471,0.32676,0.0,0.455191,0.0,0.00184797,0.0,2.93977,0.33754,0.0,0.366933,0.0,4.14679,0.0,0.0,0.0,0.0,1.65011,0.174357,0.836686,0.0695681,0.0,0.0,0.22416,1.82753,0.201255,0.317232,0.101194,0.0,0.436279,1.65686,0.0,0.914404,0.0,0.57585,0.0,0.0,0.0,1.04914,1.30034,0.129086,0.0,0.709433,0.0,3.10389,0.260528,1.19208,1.46377,0.0,0.0,0.270375,0.0,0.584289,0.0,1.68146,0.0,2.6648,0.0,0.0,0.0,0.055863,0.0,0.0,2.44623,0.877221,0.205622,0.0,3.25851,0.0,2.20355,1.08321,0.0,0.0,0.0,0.0,0.363761,1.88619,1.68408,4.25869,3.27488,0.967774,0.0,0.336409,0.807262,0.0,0.0,0.0994205,1.0659,0.0,0.0,0.0,0.0,0.0,2.93998,0.0,0.253837,0.759544,0.0,0.0,1.29106,0.0,0.0,0.0,2.65885,0.0,0.0,0.0,1.74932,0.474288,0.0,3.29434,0.276142,0.483539,0.0,0.0,0.516879,0.0,0.0,5.76325,3.45512,0.0,0.0,0.0,0.531825,0.0,0.357802,1.21551,0.312129,0.147426,0.0,2.76228,0.0,0.0,0.0,0.375391,0.0,1.92751,0.0,0.0,0.0,0.0,3.47634
Zarai_Toledo_0001.jpg 3.39089,2.05832,0.0,1.33861,0.602168,0.331613,2.72186,4.63275,3.65223,0.772586,1.18828,0.0,0.0,1.878,0.406199,0.0,0.573617,2.18622,0.0,0.115836,0.00509968,1.42954,0.0238524,0.0930659,1.1074,0.0,3.15728,2.23647,1.61786,0.504865,0.154831,0.860011,0.0,0.898248,0.0,2.49527,0.382712,0.971437,0.901108,0.0,0.894932,2.58022,0.0,0.0,0.0189031,0.0,1.42645,1.10937,0.26419,0.0,0.429655,0.849166,0.312714,3.10781,0.0,1.36151,0.0,0.0,0.0,0.303105,0.286484,1.04228,0.996379,0.210998,0.0,0.0,0.0,0.143056,0.748693,1.23016,1.18482,0.785359,0.0,0.43205,0.498203,0.0,0.0,0.0,0.0,1.71846,2.67265,0.0,3.54406,0.0,0.0,0.519176,0.0,0.0,0.274567,0.388113,0.0891442,5.61701,0.136269,0.0,0.0876951,0.259133,0.0,0.583464,0.0,1.47626,0.0199203,0.37136,0.0,0.0,0.0,0.272718,0.0,0.0,0.201569,3.06689,0.392531,3.88208,0.0,0.0,1.36987,0.310808,0.0,0.795245,1.89732,0.0,0.0,0.0,0.35114,0.134783,0.757766,0.0108443,0.0,0.0,0.0,1.35536,0.0,0.468404,0.0283626,2.12702,0.396547,0.0,0.00378396,0.947319,1.66157,1.40096,0.0,0.399053,0.0,1.42799,0.0,1.093,0.549248,1.19066,0.0,0.0
Zhang_Ziyi_0004.jpg 0.389765,0.0,2.09574,0.411886,1.46567,4.14247,0.901727,1.62439,0.0,0.0,0.520332,1.80356,0.240268,0.0,0.803851,0.0,0.210772,1.94887,0.55079,0.0,0.128383,0.0,0.474851,0.0,1.75163,0.262191,0.0,0.696469,0.0,1.47714,0.0753191,0.613941,0.0,0.0,0.0,2.4506,1.34403,1.74796,0.000337552,0.0,0.394151,0.231224,0.0280772,0.0,0.0,0.182014,5.21331,0.740304,0.0,0.0,3.14932,0.170661,0.66949,0.0,3.15069,0.0,0.192339,0.182341,0.181295,4.23875,0.0,2.99223,0.0,0.618801,2.7404,0.734056,3.10685,0.873694,0.0,0.0,0.0,0.634772,2.2232,3.59034,0.0,1.04572,0.0,0.963949,0.102534,0.138372,0.0,0.11156,3.76997,0.0,0.909659,3.93055,0.0,0.0,0.195677,0.287438,2.22479,0.0,0.26116,0.0,0.169428,0.0,0.191306,0.0,0.0,0.0853409,0.890889,0.827619,0.919168,0.533111,0.0,1.23459,0.0,0.0,2.801,0.0,0.777605,0.0,1.64977,0.0,0.0,0.0,0.0,3.41741,0.589876,0.0,0.0,0.0,1.30791,0.0,0.0,1.75982,1.1404,0.943314,2.61842,3.32378,0.214781,0.0,0.0,0.467952,0.403678,0.134157,0.569802,0.0,0.0,0.0515693,3.84866,2.89251,0.0,0.640088,0.0,0.0,0.993037,3.11861,0.0,0.134043
Zavad_Zarif_0001.jpg 0.449067,0.0,0.0,1.74915,0.127785,0.0,0.229,0.0,1.24813,0.0,2.34589,0.0,1.22725,0.0,1.65809,0.185297,1.42245,0.0,1.05732,0.131668,0.511663,1.79495,0.0,0.517355,0.0,0.0,0.622209,1.00501,0.0,2.42484,0.637204,0.192206,1.03163,0.0,1.58243,0.922682,0.604619,1.11972,0.229986,0.378841,0.0,0.0,0.408829,3.48109,0.0,0.319591,0.0,3.99769e-05,0.17848,0.598662,0.137103,0.0,0.0,0.911088,0.151621,1.92948,0.976591,0.158393,0.81521,0.0,0.0,0.0,0.0,0.0,0.990694,0.0,0.473555,0.0,0.773567,0.97621,0.215308,0.0,0.0,0.815855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4282,0.105879,1.40047,0.0,0.244878,0.0,0.0,0.0,0.0,1.06688,0.11571,1.49532,0.0,0.063959,0.0,0.725993,0.658197,1.73187,1.8715,3.67235,1.3049,1.82937,0.374629,0.00340314,0.0,0.691894,3.7361,0.889868,0.0,0.627617,0.0,0.0,0.170804,1.19908,0.0147684,0.368552,0.0120865,0.62463,0.0,0.0,2.23878,0.0,0.932244,0.436055,0.0,0.0,1.62902,0.270708,3.67495,0.572378,3.34576,0.0,0.00649453,0.0,1.26166,0.385333,1.28266,2.25089,3.3503,0.0,0.0,0.196511,0.47775,0.0212255,2.58103,0.0,0.614357,0.893059,0.891258
Zhu_Rongji_0005.jpg 1.43897,0.570187,2.82514,0.0,0.00774006,2.68037,1.26529,0.0,0.0,0.93452,0.0266139,1.63927,0.626769,0.0,0.0,0.0,0.0,0.0,0.0,1.90246,0.748431,0.0,0.668168,0.0,2.93899,0.0,1.07958,0.0,0.0,0.0743025,0.0,1.47816,0.0,0.645275,0.212467,0.722237,1.87158,2.32525,0.10233,0.0,2.26038,0.0,2.91832,0.0,2.17689,0.0,3.15334,0.433905,0.0,0.0,1.36909,0.78633,2.93537,0.0,0.452894,0.0,0.0,0.0370772,0.255416,5.29897,0.453499,3.16739,4.31766,0.0,0.0,1.71149,1.37261,0.903129,0.653309,0.0,1.01363,0.0,0.0,2.3012,0.0,0.0,0.194796,0.843329,0.174922,2.10541,0.0,0.256804,2.77867,0.0,0.430606,0.0,0.0,0.0,4.13047,0.0,0.0,0.358414,1.79188,1.18475,0.0,0.0,0.948288,0.117295,0.140192,1.19446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54095,0.422552,0.662568,4.0066,0.0,0.0,0.373211,0.0,2.40066,0.247356,0.0,0.0,0.0,0.0,0.881477,0.0,1.53051,0.0,0.766594,0.0,0.0,1.11696,0.33056,0.0,0.0438151,2.39018,1.88146,3.45384,0.0,0.0,1.21722,2.16582,0.283859,0.0,0.0,0.182616,0.0,0.131332,3.23278,3.53251,0.708945
Zinedine_Zidane_0005.jpg 0.0,0.0,0.0,0.0332353,0.0,2.99036,1.28132,0.57483,2.56683,1.46069,0.786812,0.907526,0.0,0.976396,1.71171,0.0,1.34974,0.019243,0.341047,2.60877,0.508182,0.0,2.71904,0.0,0.0,1.98038,0.00555038,2.29832,0.0,0.0,0.114753,1.68462,0.644807,1.64694,0.49297,0.0946795,0.0,0.0,0.0,2.62039,0.0,0.556327,0.0,0.137186,0.0,3.42231,0.0,1.00501,0.575968,0.0,1.56185,0.392916,3.36387,0.511969,0.00242542,0.0,0.0,1.78429,0.0,0.0,1.1071,0.0,0.997944,2.86099,0.32544,0.0,0.344203,0.0,0.35519,0.0,0.0,0.0,0.0,0.258968,0.0746034,1.96923,0.0,1.39623,0.0,0.320955,0.0,0.496332,0.0,0.0798873,0.0,1.02943,0.110923,0.400957,0.0,0.0525594,0.0,3.68594,0.0,0.0,0.0,2.0899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374422,1.23279,1.07251,0.27244,0.0724061,0.0,2.24635,0.0,4.28671,0.155872,0.0,0.0,3.12528,0.0,1.59962,0.0,0.0,0.0,0.0,0.0,0.0,0.271235,3.32222,0.464097,0.778052,0.309477,0.0,3.7428,0.0,2.25519,0.427154,2.90575,0.448042,1.86972,0.0618927,0.0,0.604776,0.762744,0.0,0.0,0.0,2.05803,0.0708767,0.0231869,0.0,0.0,2.24014
Zoran_Djindjic_0003.jpg 1.13068,0.773287,1.72463,0.0,0.077853,0.626403,2.00862,1.97402,0.0197765,0.0,0.0,0.219714,0.0,0.167957,0.457381,0.0,1.91867,0.792783,0.0,1.43058,0.0,0.0,0.0,1.55502,2.16394,3.07679,1.29469,1.86681,0.0,0.0,1.95446,2.13384,0.0,0.0,0.0,0.240517,0.370802,1.3943,0.0,0.0,0.0,2.20772,0.0,0.0,0.0,0.126768,0.0,0.0,0.237413,0.0,1.65016,0.584181,0.0,1.05128,2.36569,0.0,0.0,0.0,1.79015,2.93331,0.537621,0.516554,2.8208,0.0,0.791445,0.0,0.0,0.0,0.155064,0.171964,0.269689,0.0,2.56476,1.33616,0.287154,0.343817,0.828903,0.0,1.33214,2.644,0.573875,0.033786,0.0,0.0,3.25222,4.39107,0.0,0.0,1.53315,0.0,0.0934515,1.06689,0.0,0.0596817,0.0,0.0,0.0,0.276735,0.618686,1.69782,0.0,0.0,0.0,0.0,0.0860798,0.0,0.0,0.490733,0.0,0.147894,0.0,0.926974,0.0,0.674725,0.0,2.2807,0.0,0.359843,1.12571,3.26724,0.49349,0.0,0.0,0.0187759,1.95492,0.0,1.26197,0.524785,0.124921,0.702396,0.4082,1.50185,0.0,0.0,0.0,0.329106,2.77937,0.0,0.291454,3.81842,2.22451,0.0,0.205339,0.217111,1.37561,0.0,0.770149,0.0,0.0,1.79399
Zhu_Rongji_0009.jpg 2.03825,0.0,2.18103,0.462724,0.0,0.0,5.01028,0.0,0.0461938,0.74555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70186,0.0,0.0,2.71112,0.0,3.07753,0.0,0.339965,0.0,1.63384,0.0,0.0,0.0,0.208428,0.789365,1.72364,1.85279,0.0,0.0,0.771094,2.08745,0.0,0.427007,4.61368,2.29875,1.09872,0.0,0.947076,0.512402,0.1176,0.0496199,0.0,0.0,0.0,2.4145,1.99219,0.0227205,0.0,0.045587,0.301923,0.0,0.0,1.3409,0.0,0.881415,0.860376,0.00182201,0.0,2.59166,0.0,0.0,0.0,0.0,0.0,0.0,0.424146,1.04836,1.7401,0.0,0.0163232,3.59874,0.475233,0.112855,0.907629,0.0,2.25391,0.0,0.0,0.0,0.0,0.0,3.42175,0.0,0.0,0.360719,1.34374,0.535839,0.0,0.0983243,0.0,2.14854,0.0,3.25222,0.0,0.0297544,0.29247,0.0,0.448077,3.72514,0.0,0.0,0.0,2.68627,0.0,0.261113,3.8852,0.313852,0.0,0.554578,0.0,0.394619,3.74168,0.0,0.0,0.0,0.0,0.0,1.06417,0.864822,0.0,0.0,0.547517,1.96918,1.22009,0.0,0.52642,0.0,0.33498,0.0494262,0.880793,0.955153,0.0,0.427503,1.49533,0.0,0.0,0.0,0.0,0.0,0.0,3.44864,2.56659,0.481754
Zhu_Rongji_0003.jpg 1.04959,0.0,2.48817,1.09356,1.23976,0.0,2.09699,0.0,0.0,0.894817,0.0,1.77196,0.0,0.0,0.0,0.0,0.0,0.0,0.224068,1.02658,0.0,0.0,0.0,0.0,1.1679,0.6391,0.0,0.365246,0.0,0.0,0.213075,2.61468,0.0,1.08946,0.0,0.0,0.993244,0.0,0.196981,0.518335,1.37187,0.0,4.49022,0.0,2.383,0.0,0.404632,0.0,0.0,0.0,0.0,1.6943,2.20707,0.0,0.0,0.0,0.322484,0.0,0.0,6.30107,1.51586,2.64365,2.6383,0.0,0.0,4.01497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871423,1.38924,0.273112,0.0,1.94332,0.0,2.39059,0.0492701,0.0,1.2374,0.0,0.0450203,0.0,0.0,0.0,3.49086,0.0,0.0,0.0,0.569155,0.347291,0.0489861,0.0,0.863535,0.216712,0.0,1.46887,0.0,0.0,0.585266,0.0,0.0,2.72424,0.0,0.0,0.0,5.08468,0.0,0.497957,1.91619,3.36336,0.0,0.0,0.696847,0.510732,1.54483,0.0,0.0,0.0,0.367165,0.0,0.0,0.0,0.0,0.0,0.0,0.522934,0.0,0.0,0.0,0.070475,0.885992,0.0,0.459801,0.177506,0.0,0.0,1.63587,0.330905,0.0,0.0,0.0,0.0,0.0,2.18156,0.581407,0.125347
Zoran_Djindjic_0002.jpg 1.77344,1.05721,2.22157,0.0,0.49177,0.862469,0.165249,1.10483,0.0,0.0,0.0,0.169128,0.0,0.0,0.781123,0.623208,1.4533,0.0,0.0,0.458709,0.0,0.0,0.10065,0.312075,1.6315,0.709072,4.17624,1.33633,0.0,0.0,0.273958,1.72345,0.0,0.0,0.0,0.249483,1.7415,0.98802,0.813932,0.482812,1.72271,0.787029,0.0,0.0,0.0,0.0,0.0,1.86857,0.0,0.5035,1.701,0.292232,0.466711,0.0344024,1.74955,0.644859,0.345336,0.0,3.79643,2.96144,0.0,1.58688,6.58455,0.0,0.121282,0.0,0.0,0.0,0.0,0.0,2.0394,0.0,0.997032,0.0,0.00327825,0.462438,1.3825,0.0,1.32529,0.0,0.166192,0.0,3.27403,0.372869,0.808394,0.0,0.0,0.0,3.43173,0.0,0.0,0.873923,0.196611,0.0,0.273344,0.0,0.0,0.307679,1.46859,1.08131,0.178787,0.0,0.0,0.0,0.0,0.0853348,0.0,1.25098,0.0,0.537138,0.0,2.73384,0.355625,2.03682,0.0,0.353128,1.54936,0.305582,2.22093,0.160629,1.62957,0.801284,0.0,0.0,4.62016,0.0,1.58876,0.549922,0.0,2.7877,0.126066,0.453414,0.0,0.0,0.252224,1.73458,1.71247,0.0,0.51464,4.56754,2.09899,1.36839,0.694414,0.0,0.0190752,0.130971,0.0,0.0,0.0,0.901214
